Date,Open,High,Low,Close,Adj Close,Volume
2012-11-01,49.950001,50.139999,49.919998,50.139999,45.830242,1041400
2012-12-01,50.000000,50.220001,50.000000,50.119999,45.811962,1449700
2013-01-01,50.090000,50.200001,50.000000,50.189999,45.923592,2501300
2013-02-01,50.230000,50.259998,50.130001,50.209999,45.941898,3986500
2013-03-01,50.189999,50.360001,50.160000,50.340000,46.060852,4893200
2013-04-01,50.380001,50.380001,49.860001,50.080002,45.822948,2856800
2013-05-01,50.060001,50.080002,49.520000,49.610001,45.392902,3777800
2013-06-01,49.610001,49.650002,48.529999,49.119999,44.944550,4051000
2013-07-01,49.110001,49.770000,49.040001,49.459999,45.255650,2524700
2013-08-01,49.470001,49.590000,49.020000,49.230000,45.045204,3176100
2013-09-01,49.189999,49.529999,48.880001,49.419998,45.219051,2835600
2013-10-01,49.419998,49.619999,49.330002,49.540001,45.328850,2761100
2013-11-01,49.500000,49.639999,49.389999,49.549999,45.337997,2077800
2013-12-01,49.459999,49.529999,49.169998,49.330002,45.136703,3026200
2014-01-01,49.320000,49.430000,49.220001,49.410000,45.230995,2086900
2014-02-01,49.450001,49.580002,49.369999,49.549999,45.359158,2473900
2014-03-01,49.630001,49.660000,49.209999,49.330002,45.157768,1854900
2014-04-01,49.360001,49.660000,49.250000,49.610001,45.414085,1871400
2014-05-01,49.630001,50.060001,49.580002,49.970001,45.743637,1862500
2014-06-01,49.959999,52.130001,49.799999,50.119999,45.880947,2186100
2014-07-01,50.110001,50.150002,49.910000,49.950001,45.725330,2522300
2014-08-01,50.000000,50.130001,49.820000,49.910000,45.688713,2074700
2014-09-01,49.849998,49.880001,49.340000,49.369999,45.194386,2380700
2014-10-01,49.470001,49.779999,49.320000,49.410000,45.230995,3012900
2014-11-01,49.480000,49.520000,49.240002,49.330002,45.157768,1902000
2014-12-01,49.330002,49.330002,47.810001,48.240002,44.159954,5409400
2015-01-01,48.270000,48.740002,48.150002,48.730000,44.973061,6519400
2015-02-01,48.720001,48.820000,48.270000,48.630001,44.880768,3250700
2015-03-01,48.630001,48.639999,48.049999,48.459999,44.723881,3056900
2015-04-01,48.520000,48.849998,48.470001,48.790001,45.028439,5635200
2015-05-01,48.740002,48.790001,48.580002,48.750000,44.991516,2633300
2015-06-01,48.730000,48.790001,48.450001,48.680000,44.926910,4146100
2015-07-01,48.680000,48.790001,48.480000,48.599998,44.853077,4251200
2015-08-01,48.560001,48.580002,48.180000,48.410000,44.677727,4064300
2015-09-01,48.369999,48.470001,48.209999,48.380001,44.650047,4400100
2015-10-01,48.410000,48.650002,48.250000,48.419998,44.686954,4012800
2015-11-01,48.340000,48.459999,48.189999,48.330002,44.603893,4646700
2015-12-01,48.310001,48.459999,48.049999,48.349998,44.622353,7086500
2016-01-01,48.360001,48.500000,48.169998,48.490002,44.751564,5854100
2016-02-01,48.419998,48.590000,48.220001,48.549999,44.806938,4531000
2016-03-01,48.570000,49.150002,48.490002,49.130001,45.342220,5369400
2016-04-01,49.040001,49.130001,48.889999,49.040001,45.259159,5770000
2016-05-01,49.009998,49.320000,48.939999,49.009998,45.231464,4421800
2016-06-01,49.049999,49.520000,48.970001,49.480000,45.665234,4328400
2016-07-01,49.599998,49.759998,49.290001,49.439999,45.628323,7549200
2016-08-01,49.360001,49.470001,49.240002,49.240002,45.443737,6534900
2016-09-01,49.200001,49.669998,49.200001,49.650002,45.822136,6315900
2016-10-01,49.599998,49.730000,49.520000,49.660000,45.831356,6786000
2016-11-01,49.660000,49.689999,49.230000,49.369999,45.563717,8976600
2016-12-01,49.340000,49.529999,48.740002,49.160000,45.369904,10335700
2017-01-01,49.150002,49.400002,49.110001,49.389999,45.929550,9067200
2017-02-01,49.360001,49.520000,49.209999,49.410000,45.948143,12937400
2017-03-01,49.299999,49.509998,49.110001,49.470001,46.003944,9544000
2017-04-01,49.529999,49.619999,49.430000,49.459999,45.994640,8127700
2017-05-01,49.480000,49.500000,49.209999,49.450001,45.985348,6410400
2017-06-01,49.430000,49.529999,49.099998,49.230000,45.780758,5659100
2017-07-01,49.240002,49.380001,49.110001,49.360001,45.901649,6632800
2017-08-01,49.360001,49.500000,49.299999,49.500000,46.031845,8013100
2017-09-01,49.490002,49.660000,49.430000,49.450001,45.985348,5214500
2017-10-01,49.470001,49.560001,49.369999,49.540001,46.069038,6475500
2017-11-01,49.540001,49.650002,49.439999,49.480000,46.013241,12481100
2017-12-01,49.480000,49.560001,48.660000,48.820000,45.399483,15781500
2018-01-01,48.799999,48.820000,48.630001,48.650002,45.931149,23604200
2018-02-01,48.650002,48.740002,48.520000,48.619999,45.902836,20135100
2018-03-01,48.639999,48.930000,48.619999,48.910000,46.176624,12915200
2018-04-01,48.900002,48.970001,48.799999,48.889999,46.157738,8260000
2018-05-01,48.860001,49.070000,48.799999,49.040001,46.299362,9315000
2018-06-01,49.000000,49.180000,48.660000,48.849998,46.119976,8874200
2018-07-01,48.869999,48.939999,48.709999,48.770000,46.321712,8534700
2018-08-01,48.730000,49.020000,48.709999,49.000000,46.540161,9304700
2018-09-01,49.000000,49.029999,48.290001,48.369999,45.941799,11127900
2018-10-01,48.349998,48.380001,48.139999,48.160000,46.238529,19600000
2018-11-01,48.130001,48.290001,48.029999,48.180000,46.257732,13407000
2018-12-01,48.169998,48.240002,47.689999,47.919998,46.008102,19377900
2019-01-01,47.860001,48.279999,47.860001,48.279999,46.698536,14833900
2019-02-01,48.240002,48.369999,48.150002,48.270000,46.688866,14026400
2019-03-01,48.310001,48.770000,48.250000,48.680000,47.085434,10618100
2019-04-01,48.689999,48.910000,48.639999,48.910000,47.307907,12003300
2019-05-01,48.900002,49.189999,48.730000,49.180000,47.569057,8408200
2019-06-01,49.189999,49.380001,48.980000,49.320000,47.704472,11000700
2019-07-01,49.340000,49.450001,49.189999,49.330002,47.879486,9873400
2019-08-01,49.299999,49.650002,49.279999,49.580002,48.122135,21685300
2019-09-01,49.549999,49.639999,49.009998,49.049999,47.607712,12962600
2019-10-01,49.000000,49.240002,48.990002,49.180000,48.160496,10889600
2019-11-01,49.169998,49.310001,49.150002,49.189999,48.170292,13477200
2019-12-01,49.189999,49.540001,49.099998,49.279999,48.258427,16150400
2020-01-01,49.279999,49.470001,49.220001,49.459999,48.780518,17741000
2020-02-01,49.389999,49.689999,49.290001,49.660000,48.977776,14014900
2020-03-01,49.700001,49.980000,46.380001,48.720001,48.050690,48128700
2020-04-01,48.669998,49.770000,48.669998,49.410000,48.731209,23535100
2020-05-01,49.349998,49.889999,49.310001,49.830002,49.145439,12241400
2020-06-01,49.900002,50.240002,49.810001,50.169998,49.480762,15455900
2020-07-01,50.180000,50.560001,50.150002,50.549999,49.855545,20231000
2020-08-01,50.610001,51.500000,50.590000,51.110001,50.407852,25232900
2020-09-01,51.110001,51.130001,50.900002,51.020000,50.319096,23127200
2020-10-01,50.750000,50.860001,50.590000,50.639999,49.944313,20867700
2020-11-01,50.650002,50.939999,50.599998,50.939999,50.517433,17778500
2020-12-01,50.930000,51.320000,50.889999,51.099998,50.676102,21281500
2021-01-01,51.080002,51.389999,51.070000,51.340000,51.246635,27890800
2021-02-01,51.340000,51.500000,51.150002,51.419998,51.326488,29778500
2021-03-01,51.500000,51.810001,51.340000,51.540001,51.446274,36983200
2021-04-01,51.570000,51.990002,51.490002,51.990002,51.990002,40705600
2021-05-01,51.980000,52.380001,51.970001,52.349998,52.349998,35392900
2021-05-14,52.250000,52.360001,52.244999,52.349998,52.349998,4646647
