Date,Open,High,Low,Close,Adj Close,Volume
2001-07-01,56.299999,56.970001,53.400002,55.419998,38.457306,4767200
2001-08-01,55.599998,56.200001,51.705002,52.174999,36.205517,1812200
2001-09-01,52.169998,53.035000,43.400002,47.474998,32.944065,3627600
2001-10-01,47.099998,50.575001,46.654999,48.450001,33.740692,12946600
2001-11-01,48.724998,53.174999,48.064999,52.139999,36.310383,4535600
2001-12-01,51.834999,53.950001,51.400002,52.695000,36.696907,3976800
2002-01-01,53.000000,54.375000,50.215000,52.235001,36.512493,6952200
2002-02-01,52.334999,52.334999,49.724998,51.320000,35.872898,5258800
2002-03-01,51.439999,54.419998,51.435001,53.055000,37.085659,3995000
2002-04-01,53.000000,53.235001,49.950001,50.689999,35.532333,5967600
2002-05-01,50.689999,51.895000,49.220001,49.974998,35.031139,2950800
2002-06-01,50.000000,50.180000,44.575001,46.400002,32.525150,5423600
2002-07-01,46.500000,46.500000,36.544998,42.529999,29.895969,11085800
2002-08-01,42.299999,45.130001,39.099998,42.855000,30.124414,8420800
2002-09-01,42.150002,43.244999,37.715000,38.375000,26.975248,7631800
2002-10-01,38.775002,42.299999,36.000000,41.250000,29.108147,12488400
2002-11-01,41.049999,44.125000,40.794998,43.724998,30.854637,6866400
2002-12-01,44.540001,44.700001,40.724998,41.314999,29.154011,10837200
2003-01-01,41.700001,43.724998,39.424999,40.169998,28.478823,7358200
2003-02-01,40.349998,40.599998,37.880001,39.549999,28.039291,9953200
2003-03-01,39.900002,42.029999,37.195000,39.700001,28.145615,16879000
2003-04-01,39.924999,43.355000,39.750000,43.119999,30.683685,10442000
2003-05-01,42.974998,45.724998,42.439999,45.634998,32.473312,6680400
2003-06-01,46.075001,48.075001,45.705002,46.224998,32.893154,5530800
2003-07-01,46.099998,48.360001,45.669998,47.299999,33.765522,4055200
2003-08-01,47.224998,48.549999,45.825001,48.430000,34.572189,3840000
2003-09-01,48.619999,50.000000,47.419998,47.750000,34.086769,5331200
2003-10-01,48.020000,50.825001,47.915001,50.639999,36.278507,4302600
2003-11-01,50.895000,51.485001,49.875000,51.400002,36.822971,3772800
2003-12-01,51.650002,53.580002,50.840000,53.230000,38.133972,6266000
2004-01-01,53.695000,55.845001,53.130001,54.619999,39.295422,6910800
2004-02-01,54.700001,56.044998,54.130001,55.384998,39.845772,4434000
2004-03-01,55.445000,56.395000,52.625000,54.639999,39.309807,8428000
2004-04-01,54.650002,55.830002,53.200001,53.424999,38.560940,6786600
2004-05-01,53.825001,54.439999,51.825001,54.200001,39.120319,9107000
2004-06-01,54.150002,55.389999,53.875000,55.110001,39.777134,6131400
2004-07-01,55.150002,55.215000,51.810001,53.150002,38.495117,6064000
2004-08-01,52.750000,53.459999,50.950001,53.180000,38.516842,6748600
2004-09-01,53.224998,54.785000,53.000000,53.880001,39.023827,9163400
2004-10-01,54.174999,55.250000,52.994999,54.849998,39.869656,8172400
2004-11-01,54.924999,57.985001,54.730000,57.450001,41.759560,10326600
2004-12-01,57.625000,59.494999,57.294998,59.025002,42.904396,9719600
2005-01-01,59.400002,59.424999,56.540001,57.549999,42.110847,5543000
2005-02-01,57.549999,59.125000,57.525002,58.750000,42.988922,4256800
2005-03-01,58.849998,60.005001,56.599998,57.430000,42.023052,4844200
2005-04-01,57.799999,58.025002,55.314999,56.165001,41.255009,5283600
2005-05-01,56.275002,58.564999,55.805000,58.345001,42.856281,5205400
2005-06-01,58.349998,59.939999,58.255001,58.584999,43.032585,4811000
2005-07-01,58.700001,61.439999,58.250000,61.150002,45.071831,4864400
2005-08-01,61.174999,61.549999,59.255001,60.485001,44.581676,5136000
2005-09-01,60.424999,61.544998,59.560001,60.674999,44.721718,6689800
2005-10-01,60.799999,60.945000,57.424999,59.250000,43.879284,6916600
2005-11-01,59.424999,62.955002,59.250000,61.985001,45.904774,7873000
2005-12-01,62.320000,63.320000,61.549999,61.665001,45.667774,7616800
2006-01-01,61.855000,64.199997,61.430000,63.650002,47.390804,10854400
2006-02-01,63.689999,64.650002,62.404999,63.790001,47.495049,6185600
2006-03-01,64.074997,65.305000,63.099998,64.834999,48.273102,6232000
2006-04-01,64.949997,65.915001,63.904999,65.455002,48.932407,5694200
2006-05-01,65.735001,66.385002,61.860001,63.345001,47.355026,11987600
2006-06-01,63.349998,64.500000,60.500000,63.154999,47.212982,13941800
2006-07-01,63.500000,63.660000,60.514999,63.080002,47.361420,8673400
2006-08-01,62.825001,64.690002,62.174999,64.529999,48.450089,6096200
2006-09-01,64.824997,66.059998,63.755001,65.720001,49.343563,6330800
2006-10-01,65.750000,68.675003,65.209999,68.040001,51.294071,6458000
2006-11-01,68.345001,69.894997,67.209999,69.625000,52.488976,6090000
2006-12-01,69.724998,71.144997,68.894997,70.105003,52.850842,5583000
2007-01-01,70.574997,71.550003,69.324997,71.410004,54.108452,9905800
2007-02-01,71.599998,72.949997,67.584999,70.250000,53.229504,8715200
2007-03-01,68.980003,71.839996,68.050003,70.735001,53.597012,10956200
2007-04-01,70.989998,74.445000,70.525002,73.580002,55.991081,8566000
2007-05-01,73.650002,76.470001,73.220001,76.320000,58.076099,8888000
2007-06-01,76.525002,76.809998,73.580002,74.690002,56.835747,12072000
2007-07-01,74.750000,77.355003,71.904999,72.050003,55.035744,12724800
2007-08-01,72.035004,74.449997,67.870003,73.110001,55.845463,29641200
2007-09-01,73.050003,76.394997,71.449997,75.599998,57.747433,18365600
2007-10-01,75.750000,78.254997,73.904999,76.955002,59.033096,14684800
2007-11-01,76.110001,76.114998,69.839996,73.474998,56.363544,16797200
2007-12-01,73.430000,75.779999,71.175003,72.574997,55.673149,15871400
2008-01-01,72.599998,72.800003,60.000000,68.099998,52.520844,43053800
2008-02-01,68.379997,69.275002,65.364998,66.400002,51.209759,24346600
2008-03-01,66.114998,67.425003,62.419998,65.500000,50.515652,24552600
2008-04-01,66.324997,69.699997,65.675003,68.699997,53.231079,16504400
2008-05-01,68.699997,71.800003,68.584999,70.084999,54.304234,24483400
2008-06-01,69.985001,70.625000,63.830002,64.089996,49.659073,24325000
2008-07-01,63.490002,64.849998,60.090000,63.689999,49.582874,45319400
2008-08-01,63.860001,66.010002,62.610001,64.620003,50.306885,31130500
2008-09-01,65.360001,65.699997,55.889999,58.360001,45.433445,53017700
2008-10-01,58.290001,58.520000,41.400002,48.160000,37.678017,173103100
2008-11-01,48.060001,49.889999,36.320000,44.299999,34.658138,390381200
2008-12-01,43.090000,45.689999,40.200001,44.740002,35.002384,200234000
2009-01-01,44.880001,46.860001,40.000000,41.139999,32.432224,158467900
2009-02-01,40.540001,43.650002,36.660000,36.810001,29.018728,139680100
2009-03-01,36.040001,41.450001,33.259998,39.580002,31.202412,130255000
2009-04-01,39.110001,44.790001,38.950001,43.930000,34.872307,77365100
2009-05-01,43.930000,46.740002,43.590000,46.330002,36.777458,63575500
2009-06-01,46.959999,48.310001,44.740002,46.270000,36.729828,48864500
2009-07-01,46.500000,50.320000,43.599998,49.849998,39.768539,42620500
2009-08-01,50.279999,52.709999,49.470001,51.700001,41.244415,35494100
2009-09-01,51.419998,55.070000,50.189999,53.590000,42.752182,33497900
2009-10-01,53.400002,55.849998,51.570000,52.180000,41.819221,38266100
2009-11-01,52.470001,56.220001,51.799999,55.150002,44.199501,37259200
2009-12-01,55.680000,57.250000,54.939999,56.369999,45.177265,36961800
2010-01-01,56.860001,58.349998,54.279999,54.360001,43.843834,44463300
2010-02-01,54.720001,56.720001,52.820000,56.230000,45.352074,40649700
2010-03-01,56.490002,60.169998,56.470001,59.590000,48.062050,46139800
2010-04-01,60.009998,62.650002,59.630001,60.889999,49.305344,29872900
2010-05-01,61.150002,61.820000,29.760000,56.090000,45.418579,56280400
2010-06-01,55.430000,58.130001,52.419998,52.560001,42.560169,49950900
2010-07-01,52.500000,57.380001,51.459999,56.250000,45.768303,39708600
2010-08-01,57.160000,57.650002,52.980000,53.599998,43.612103,38699200
2010-09-01,54.250000,59.200001,54.250000,58.369999,47.493256,41757300
2010-10-01,58.849998,61.299999,57.849998,60.720001,49.661427,40163300
2010-11-01,61.040001,63.099998,60.320000,61.029999,49.914959,30401100
2010-12-01,61.919998,65.160004,61.919998,64.930000,53.104668,108380700
2011-01-01,65.360001,67.180000,65.040001,66.260002,54.482330,40269100
2011-02-01,66.720001,69.629997,66.690002,68.709999,56.496849,42064700
2011-03-01,68.940002,69.000000,64.750000,68.709999,56.496849,45664600
2011-04-01,69.180000,70.800003,67.070000,70.699997,58.376442,29630200
2011-05-01,71.040001,71.110001,67.889999,69.949997,57.757164,31677900
2011-06-01,69.769997,69.809998,65.180000,68.400002,56.477348,49901900
2011-07-01,68.430000,70.419998,66.220001,66.849998,55.432491,47640600
2011-08-01,67.660004,67.760002,56.419998,62.779999,52.057644,107978800
2011-09-01,62.810001,63.389999,57.130001,57.720001,47.861835,63660600
2011-10-01,57.380001,66.349998,54.580002,64.279999,53.584282,60259100
2011-11-01,62.400002,65.660004,59.450001,64.040001,53.384224,38256600
2011-12-01,63.950001,65.250000,61.759998,64.300003,53.600967,44730500
2012-01-01,65.410004,68.599998,64.580002,67.559998,56.638851,39381500
2012-02-01,68.129997,71.190002,68.029999,70.410004,59.028156,54666300
2012-03-01,70.669998,72.989998,68.970001,72.260002,60.579094,39714100
2012-04-01,72.260002,73.059998,69.570000,71.800003,60.451664,38133000
2012-05-01,71.800003,72.790001,66.300003,67.330002,56.688164,40132200
2012-06-01,66.239998,69.989998,64.940002,69.699997,58.683575,42379700
2012-07-01,69.870003,71.050003,67.820000,70.309998,59.497482,28766400
2012-08-01,70.669998,73.110001,69.029999,72.209999,61.105270,28654300
2012-09-01,72.139999,75.910004,71.620003,73.650002,62.323841,31581600
2012-10-01,73.989998,75.250000,71.800003,72.320000,61.496666,34593900
2012-11-01,72.540001,73.629997,68.900002,72.879997,61.972855,43130600
2012-12-01,73.269997,74.879997,71.820000,73.279999,62.313007,56318500
2013-01-01,74.529999,77.830002,74.500000,77.250000,66.174896,49813700
2013-02-01,77.779999,79.160004,76.669998,78.239998,67.022957,38816800
2013-03-01,77.959999,81.019997,77.510002,80.959999,69.352997,34736600
2013-04-01,80.949997,82.300003,78.930000,82.260002,70.788086,39212700
2013-05-01,82.110001,87.089996,81.379997,84.269997,72.517769,42203000
2013-06-01,84.449997,85.519997,80.190002,82.669998,71.140892,61826100
2013-07-01,83.290001,88.000000,82.830002,87.419998,75.582687,47132600
2013-08-01,88.099998,88.690002,84.599998,84.769997,73.291519,45063300
2013-09-01,85.769997,90.230003,84.839996,87.650002,75.781563,43307200
2013-10-01,87.739998,92.400002,85.629997,91.389999,79.396973,67666200
2013-11-01,91.440002,94.339996,90.599998,93.860001,81.542854,43403300
2013-12-01,94.059998,96.000000,92.160004,95.919998,83.332527,68232900
2014-01-01,95.760002,96.360001,92.180000,92.879997,81.116837,84208200
2014-02-01,92.839996,97.860001,90.389999,97.400002,85.064384,56538100
2014-03-01,96.570000,98.849998,95.690002,97.470001,85.125526,57314600
2014-04-01,97.889999,98.849998,94.029999,97.529999,85.550301,60159200
2014-05-01,97.410004,99.680000,96.160004,99.580002,87.348495,31401800
2014-06-01,99.800003,102.250000,99.160004,101.769997,89.269501,36786300
2014-07-01,102.070000,103.000000,99.739998,99.739998,87.850098,34090000
2014-08-01,99.550003,103.959999,98.559998,103.879997,91.496574,46034900
2014-09-01,104.040001,104.589996,100.900002,101.239998,89.171272,42236800
2014-10-01,101.110001,104.199997,93.580002,104.019997,92.037987,82853100
2014-11-01,104.190002,107.070000,103.150002,106.599998,94.320770,39784800
2014-12-01,106.500000,107.709999,101.800003,106.000000,93.789917,82042000
2015-01-01,106.489998,106.720001,102.419998,103.099998,91.705162,74157900
2015-02-01,103.489998,109.779999,102.250000,109.019997,96.970871,53521900
2015-03-01,109.110001,110.089996,105.980003,107.250000,95.396500,58712900
2015-04-01,107.339996,110.279999,106.389999,107.910004,96.433029,56948600
2015-05-01,108.400002,110.680000,107.010002,109.309998,97.684128,43874400
2015-06-01,109.800003,110.900002,106.650002,107.019997,95.637688,54243000
2015-07-01,108.019997,110.209999,105.910004,108.839996,97.681450,59875400
2015-08-01,108.989998,109.339996,93.000000,102.209999,91.731186,96894400
2015-09-01,99.949997,105.019997,96.370003,98.720001,88.598999,85764400
2015-10-01,98.959999,107.279999,97.379997,106.529999,96.094872,51492200
2015-11-01,106.779999,108.570000,103.690002,107.169998,96.672195,46636300
2015-12-01,107.589996,108.269997,102.180000,104.300003,94.083328,80603800
2016-01-01,102.580002,103.180000,91.790001,98.330002,89.203522,115170300
2016-02-01,97.750000,99.760002,91.580002,98.320000,89.194458,76383600
2016-03-01,99.129997,105.389999,98.839996,104.820000,95.091141,65327600
2016-04-01,104.300003,107.639999,103.440002,105.510002,96.164963,48652200
2016-05-01,105.800003,107.690002,103.370003,107.339996,97.832855,51264200
2016-06-01,107.000000,108.930000,101.510002,107.160004,97.668816,61626300
2016-07-01,107.160004,111.620003,105.879997,111.419998,102.000221,44259000
2016-08-01,111.400002,112.779999,109.949997,111.650002,102.210793,35978700
2016-09-01,111.769997,112.750000,108.570000,111.330002,101.917831,48063700
2016-10-01,111.089996,111.440002,108.470001,108.889999,100.169693,40599800
2016-11-01,109.099998,114.550003,106.690002,113.779999,104.668076,69435500
2016-12-01,114.029999,117.790001,113.070000,115.320000,106.084747,60923800
2017-01-01,116.150002,118.620003,115.489998,117.459999,108.728394,48051100
2017-02-01,117.860001,122.360001,117.019997,121.800003,112.745781,40730300
2017-03-01,122.809998,123.730003,118.889999,121.320000,112.301453,56449700
2017-04-01,121.449997,123.449997,119.550003,122.610001,114.007561,44638400
2017-05-01,122.930000,124.269997,120.849998,123.849998,115.160561,44574100
2017-06-01,124.169998,126.349998,123.480003,124.449997,115.718468,47247300
2017-07-01,124.989998,127.599998,123.559998,126.790001,118.437309,36743500
2017-08-01,127.180000,127.720001,123.790001,126.980003,118.614807,43312100
2017-09-01,127.230003,129.559998,125.690002,129.520004,120.987473,34356600
2017-10-01,129.639999,132.679993,129.550003,132.330002,124.145264,45623500
2017-11-01,132.830002,136.919998,131.210007,136.339996,127.907280,51557600
2017-12-01,136.279999,138.720001,134.039993,137.250000,128.760971,47008100
2018-01-01,137.750000,146.869995,137.440002,144.429993,136.161255,62220300
2018-02-01,143.979996,145.020004,129.839996,139.000000,131.042160,83283100
2018-03-01,139.070007,144.139999,133.029999,135.720001,127.949921,61542800
2018-04-01,135.289993,139.850006,131.259995,136.330002,129.046982,54901800
2018-05-01,136.039993,141.660004,133.660004,140.039993,132.558792,35896100
2018-06-01,140.929993,144.660004,138.990005,140.429993,132.927933,43805700
2018-07-01,139.559998,146.740005,139.429993,145.089996,137.921173,43863400
2018-08-01,145.190002,150.770004,144.080002,150.070007,142.655151,48207300
2018-09-01,149.889999,151.839996,148.130005,149.649994,142.255875,41556400
2018-10-01,150.419998,150.770004,133.070007,138.559998,132.342529,102555400
2018-11-01,139.039993,144.059998,134.639999,141.350006,135.007324,65616800
2018-12-01,143.600006,144.000000,119.349998,127.629997,121.902969,153337500
2019-01-01,125.750000,138.770004,124.570000,138.529999,133.090912,84377600
2019-02-01,138.699997,144.880005,137.119995,143.460007,137.827377,55106400
2019-03-01,144.380005,146.839996,139.919998,144.710007,139.028290,62211500
2019-04-01,145.759995,150.690002,145.589996,150.389999,145.266449,51257400
2019-05-01,150.800003,150.869995,140.600006,140.690002,135.896927,58560500
2019-06-01,140.690002,150.940002,139.619995,150.089996,144.976654,51269500
2019-07-01,151.850006,154.509995,150.509995,152.210007,147.571228,47958700
2019-08-01,152.289993,153.850006,143.869995,149.039993,144.497803,70309200
2019-09-01,147.990005,154.130005,147.369995,151.000000,146.398087,54763000
2019-10-01,151.500000,154.940002,144.899994,154.179993,150.166092,54488600
2019-11-01,155.000000,160.740005,154.919998,160.020004,155.854080,44788200
2019-12-01,160.259995,164.679993,156.380005,163.619995,159.360321,58994500
2020-01-01,164.679993,169.320007,162.830002,163.520004,160.126511,69496000
2020-02-01,164.350006,172.559998,145.300003,150.440002,147.317947,106039000
2020-03-01,151.410004,159.300003,109.489998,128.910004,126.234756,269776200
2020-04-01,124.129997,148.539993,121.769997,145.839996,143.522827,132785600
2020-05-01,143.119995,155.190002,138.369995,153.710007,151.267792,87693300
2020-06-01,153.619995,164.199997,149.850006,156.529999,154.042969,103493900
2020-07-01,156.899994,166.199997,156.610001,165.520004,163.631607,61547400
2020-08-01,166.470001,178.139999,166.149994,177.279999,175.257431,62221700
2020-09-01,177.690002,181.669998,162.850006,170.309998,168.366943,71112500
2020-10-01,171.720001,180.639999,165.020004,166.990005,165.761993,62846300
2020-11-01,168.789993,188.369995,167.160004,186.699997,185.327042,80250000
2020-12-01,189.169998,194.949997,187.800003,194.639999,193.208649,84840200
2021-01-01,195.389999,202.339996,189.759995,193.990005,193.345703,95306100
2021-02-01,195.880005,208.389999,194.529999,200.080002,199.415482,77506300
2021-03-01,203.149994,209.300003,194.110001,206.690002,206.003525,102216200
2021-04-01,207.990005,219.649994,207.559998,217.100006,217.100006,83497000
2021-05-01,218.570007,218.990005,209.210007,218.089996,218.089996,79669400
2021-06-01,219.529999,220.899994,216.080002,220.369995,220.369995,23876800
2021-06-11,220.779999,221.020004,220.125000,221.020004,221.020004,2834517
